number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
435,0.9416557249697977,2024-06-06 16:54:15.672601,2024-06-06 16:54:33.581107,0 days 00:00:17.908506,33,1,2,161,COMPLETE
436,0.9410989280253595,2024-06-06 16:54:15.922089,2024-06-06 16:54:33.205375,0 days 00:00:17.283286,34,1,4,160,COMPLETE
437,0.9410989280253595,2024-06-06 16:54:15.924512,2024-06-06 16:54:33.493393,0 days 00:00:17.568881,34,1,4,160,COMPLETE
438,0.9415650961298935,2024-06-06 16:54:16.489264,2024-06-06 16:54:33.923544,0 days 00:00:17.434280,34,1,2,157,COMPLETE
439,0.9411461410124126,2024-06-06 16:54:16.683848,2024-06-06 16:54:34.222171,0 days 00:00:17.538323,34,1,4,161,COMPLETE
440,0.9393696925774699,2024-06-06 16:54:16.704549,2024-06-06 16:54:33.571907,0 days 00:00:16.867358,34,3,2,162,COMPLETE
441,0.9416557249697977,2024-06-06 16:54:16.852038,2024-06-06 16:54:34.712204,0 days 00:00:17.860166,33,1,2,161,COMPLETE
442,0.9393925529099869,2024-06-06 16:54:16.877747,2024-06-06 16:54:33.555049,0 days 00:00:16.677302,34,3,2,163,COMPLETE
443,0.9360349306330334,2024-06-06 16:54:17.126402,2024-06-06 16:54:32.473328,0 days 00:00:15.346926,34,5,2,162,COMPLETE
444,0.9393925529099869,2024-06-06 16:54:17.226390,2024-06-06 16:54:33.941685,0 days 00:00:16.715295,34,3,4,163,COMPLETE
445,0.9411914217120052,2024-06-06 16:54:17.393345,2024-06-06 16:54:34.775592,0 days 00:00:17.382247,33,1,4,162,COMPLETE
446,0.9417316033262424,2024-06-06 16:54:17.630315,2024-06-06 16:54:35.323185,0 days 00:00:17.692870,34,1,2,164,COMPLETE
447,0.9393696925774699,2024-06-06 16:54:17.898112,2024-06-06 16:54:34.111946,0 days 00:00:16.213834,34,3,2,162,COMPLETE
448,0.9393696925774699,2024-06-06 16:54:17.909420,2024-06-06 16:54:34.016761,0 days 00:00:16.107341,34,3,2,162,COMPLETE
449,0.9417068067953391,2024-06-06 16:54:18.015483,2024-06-06 16:54:35.564911,0 days 00:00:17.549428,34,1,2,162,COMPLETE
450,0.9412399866592036,2024-06-06 16:54:18.102282,2024-06-06 16:54:35.394958,0 days 00:00:17.292676,34,1,4,163,COMPLETE
451,0.9412399866592036,2024-06-06 16:54:18.541181,2024-06-06 16:54:35.571009,0 days 00:00:17.029828,34,1,4,163,COMPLETE
452,0.9417648699278289,2024-06-06 16:54:18.748857,2024-06-06 16:54:36.038678,0 days 00:00:17.289821,36,1,2,163,COMPLETE
453,0.941215618087968,2024-06-06 16:54:18.799606,2024-06-06 16:54:35.738165,0 days 00:00:16.938559,36,1,4,163,COMPLETE
454,0.9417648699278289,2024-06-06 16:54:19.835045,2024-06-06 16:54:36.785917,0 days 00:00:16.950872,36,1,2,163,COMPLETE
455,0.9417648699278289,2024-06-06 16:54:20.062091,2024-06-06 16:54:37.146021,0 days 00:00:17.083930,36,1,2,163,COMPLETE
456,0.9417648699278289,2024-06-06 16:54:20.304681,2024-06-06 16:54:37.319621,0 days 00:00:17.014940,36,1,2,163,COMPLETE
457,0.941215618087968,2024-06-06 16:54:20.848440,2024-06-06 16:54:37.449830,0 days 00:00:16.601390,36,1,4,163,COMPLETE
458,0.9412231279187556,2024-06-06 16:54:20.922105,2024-06-06 16:54:37.712180,0 days 00:00:16.790075,36,1,4,164,COMPLETE
459,0.941215618087968,2024-06-06 16:54:21.154205,2024-06-06 16:54:37.621089,0 days 00:00:16.466884,36,1,4,163,COMPLETE
460,0.9417648699278289,2024-06-06 16:54:21.744899,2024-06-06 16:54:38.431239,0 days 00:00:16.686340,36,1,2,163,COMPLETE
461,0.9417532332176337,2024-06-06 16:54:22.154098,2024-06-06 16:54:38.973016,0 days 00:00:16.818918,36,1,2,164,COMPLETE
462,0.9393851946096311,2024-06-06 16:54:22.180386,2024-06-06 16:54:37.760520,0 days 00:00:15.580134,36,3,2,165,COMPLETE
463,0.9417532332176337,2024-06-06 16:54:22.685690,2024-06-06 16:54:39.219186,0 days 00:00:16.533496,36,1,2,164,COMPLETE
464,0.9417648699278289,2024-06-06 16:54:23.538448,2024-06-06 16:54:39.940151,0 days 00:00:16.401703,36,1,2,163,COMPLETE
465,0.9417532332176337,2024-06-06 16:54:23.953887,2024-06-06 16:54:40.258932,0 days 00:00:16.305045,36,1,2,164,COMPLETE
466,0.9391228895543077,2024-06-06 16:54:24.194067,2024-06-06 16:54:37.456956,0 days 00:00:13.262889,36,3,2,142,COMPLETE
467,0.9417648699278289,2024-06-06 16:54:25.766080,2024-06-06 16:54:41.808293,0 days 00:00:16.042213,36,1,2,163,COMPLETE
468,0.9417648699278289,2024-06-06 16:54:26.135660,2024-06-06 16:54:42.068009,0 days 00:00:15.932349,36,1,2,163,COMPLETE
469,0.9360896681628743,2024-06-06 16:54:26.264858,2024-06-06 16:54:39.622931,0 days 00:00:13.358073,36,5,2,164,COMPLETE
470,0.9393859352981784,2024-06-06 16:54:26.599320,2024-06-06 16:54:40.709807,0 days 00:00:14.110487,36,3,2,164,COMPLETE
471,0.9417532332176337,2024-06-06 16:54:27.083539,2024-06-06 16:54:42.827666,0 days 00:00:15.744127,36,1,2,164,COMPLETE
472,0.939546204439255,2024-06-06 16:54:27.252193,2024-06-06 16:54:42.246576,0 days 00:00:14.994383,36,3,2,179,COMPLETE
473,0.9417370972974595,2024-06-06 16:54:27.583070,2024-06-06 16:54:43.296457,0 days 00:00:15.713387,36,1,2,165,COMPLETE
474,0.9417370972974595,2024-06-06 16:54:27.817054,2024-06-06 16:54:43.446503,0 days 00:00:15.629449,36,1,2,165,COMPLETE
475,0.9417532332176337,2024-06-06 16:54:27.987154,2024-06-06 16:54:43.385975,0 days 00:00:15.398821,36,1,2,164,COMPLETE
476,0.9417532332176337,2024-06-06 16:54:28.682179,2024-06-06 16:54:44.046118,0 days 00:00:15.363939,36,1,2,164,COMPLETE
477,0.9417532332176337,2024-06-06 16:54:28.839621,2024-06-06 16:54:44.200781,0 days 00:00:15.361160,36,1,2,164,COMPLETE
478,0.9361954752999666,2024-06-06 16:54:29.089916,2024-06-06 16:54:42.565355,0 days 00:00:13.475439,36,5,2,179,COMPLETE
479,0.9361954752999666,2024-06-06 16:54:29.262181,2024-06-06 16:54:42.768827,0 days 00:00:13.506646,36,5,2,179,COMPLETE
480,0.9417735512613774,2024-06-06 16:54:29.274235,2024-06-06 16:54:45.564366,0 days 00:00:16.290131,36,1,2,179,COMPLETE
481,0.9361954752999666,2024-06-06 16:54:29.612594,2024-06-06 16:54:42.891319,0 days 00:00:13.278725,36,5,2,179,COMPLETE
482,0.9417532332176337,2024-06-06 16:54:29.764678,2024-06-06 16:54:44.604013,0 days 00:00:14.839335,36,1,2,164,COMPLETE
483,0.9417735512613774,2024-06-06 16:54:30.003508,2024-06-06 16:54:46.035427,0 days 00:00:16.031919,36,1,2,179,COMPLETE
484,0.9417415768147163,2024-06-06 16:54:30.206835,2024-06-06 16:54:46.311794,0 days 00:00:16.104959,36,1,2,180,COMPLETE
485,0.9417532332176337,2024-06-06 16:54:30.597152,2024-06-06 16:54:45.407628,0 days 00:00:14.810476,36,1,2,164,COMPLETE
486,0.9417532332176337,2024-06-06 16:54:30.610572,2024-06-06 16:54:45.385774,0 days 00:00:14.775202,36,1,2,164,COMPLETE
487,0.9417415768147163,2024-06-06 16:54:30.655689,2024-06-06 16:54:46.546521,0 days 00:00:15.890832,36,1,2,180,COMPLETE
488,0.9417415768147163,2024-06-06 16:54:30.742472,2024-06-06 16:54:46.686255,0 days 00:00:15.943783,36,1,2,180,COMPLETE
489,0.9417370972974595,2024-06-06 16:54:30.980429,2024-06-06 16:54:45.609926,0 days 00:00:14.629497,36,1,2,165,COMPLETE
490,0.9417370972974595,2024-06-06 16:54:31.201779,2024-06-06 16:54:45.681978,0 days 00:00:14.480199,36,1,2,165,COMPLETE
491,0.9417735512613774,2024-06-06 16:54:31.576322,2024-06-06 16:54:47.023967,0 days 00:00:15.447645,36,1,2,179,COMPLETE
492,0.9417735512613774,2024-06-06 16:54:31.648564,2024-06-06 16:54:47.035095,0 days 00:00:15.386531,36,1,2,179,COMPLETE
493,0.9417370972974595,2024-06-06 16:54:32.127680,2024-06-06 16:54:46.301080,0 days 00:00:14.173400,36,1,2,165,COMPLETE
494,0.9417370972974595,2024-06-06 16:54:32.300105,2024-06-06 16:54:46.318017,0 days 00:00:14.017912,36,1,2,165,COMPLETE
495,0.9409570874154717,2024-06-06 16:54:32.475372,2024-06-06 16:54:40.510625,0 days 00:00:08.035253,36,1,2,89,COMPLETE
496,0.9417735512613774,2024-06-06 16:54:32.695251,2024-06-06 16:54:47.735311,0 days 00:00:15.040060,36,1,2,179,COMPLETE
497,0.9417735512613774,2024-06-06 16:54:32.768561,2024-06-06 16:54:47.743892,0 days 00:00:14.975331,36,1,2,179,COMPLETE
498,0.9417735512613774,2024-06-06 16:54:33.116073,2024-06-06 16:54:48.098284,0 days 00:00:14.982211,36,1,2,179,COMPLETE
499,0.9417735512613774,2024-06-06 16:54:33.207875,2024-06-06 16:54:48.182544,0 days 00:00:14.974669,36,1,2,179,COMPLETE
