number,value,datetime_start,datetime_complete,duration,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,state
475,0.9381395861154612,2024-06-07 17:35:13.834173,2024-06-07 17:35:16.775558,0 days 00:00:02.941385,0.0006864079044024316,0.0773095279795229,8,2,293,COMPLETE
476,0.9399516712938383,2024-06-07 17:35:14.344810,2024-06-07 17:35:17.285385,0 days 00:00:02.940575,0.0003516021233838599,0.0860098887714836,8,2,293,COMPLETE
477,0.7599808721213098,2024-06-07 17:35:14.613090,2024-06-07 17:35:16.336957,0 days 00:00:01.723867,0.1648496401544549,0.07803488431602924,8,2,293,COMPLETE
478,0.9404690329464814,2024-06-07 17:35:14.923161,2024-06-07 17:35:17.592961,0 days 00:00:02.669800,0.0003110880726709606,0.08647854308544778,8,2,196,COMPLETE
479,0.9434557542539075,2024-06-07 17:35:15.428809,2024-06-07 17:35:18.820558,0 days 00:00:03.391749,0.00012640689927021656,0.06553109946695786,8,2,195,COMPLETE
480,0.9403470059417655,2024-06-07 17:35:15.770798,2024-06-07 17:35:18.432025,0 days 00:00:02.661227,0.00027961519246705167,0.08269176018915204,8,2,192,COMPLETE
481,0.9416724062955311,2024-06-07 17:35:16.023599,2024-06-07 17:35:19.523677,0 days 00:00:03.500078,0.00032286588006403183,0.0454601070174743,8,2,191,COMPLETE
482,0.9368817119088748,2024-06-07 17:35:16.339949,2024-06-07 17:35:18.718830,0 days 00:00:02.378881,0.00059434992918437,0.08530097378558989,8,2,192,COMPLETE
483,0.9126495932071461,2024-06-07 17:35:16.777552,2024-06-07 17:35:19.521682,0 days 00:00:02.744130,0.004798204741450658,0.043085420282056974,8,2,195,COMPLETE
484,0.9071480301216109,2024-06-07 17:35:16.800490,2024-06-07 17:35:19.490765,0 days 00:00:02.690275,0.00013641320487454338,0.042242233889192446,4,2,195,COMPLETE
485,0.9408074968639673,2024-06-07 17:35:17.287379,2024-06-07 17:35:19.352136,0 days 00:00:02.064757,0.0001887277059744301,0.1192562713109584,8,2,174,COMPLETE
486,0.908239184273316,2024-06-07 17:35:17.595953,2024-06-07 17:35:19.231459,0 days 00:00:01.635506,0.005619677998916915,0.11737499044687472,8,1,193,COMPLETE
487,0.9063095523016802,2024-06-07 17:35:18.434020,2024-06-07 17:35:20.734883,0 days 00:00:02.300863,0.006261065174542195,0.06352563230447732,8,1,296,COMPLETE
488,0.905567896545057,2024-06-07 17:35:18.721822,2024-06-07 17:35:20.411021,0 days 00:00:01.689199,0.006369196776946723,0.06590443298632413,8,1,171,COMPLETE
489,0.9071461989165562,2024-06-07 17:35:18.824548,2024-06-07 17:35:20.981842,0 days 00:00:02.157294,0.006080594821730022,0.04453266641539732,8,2,199,COMPLETE
490,0.8944686405967759,2024-06-07 17:35:19.234452,2024-06-07 17:35:21.147400,0 days 00:00:01.912948,0.009991303485113422,0.06485791415708697,8,2,202,COMPLETE
491,0.8793080265815856,2024-06-07 17:35:19.357123,2024-06-07 17:35:21.277052,0 days 00:00:01.919929,0.008988632835340087,0.06582813212990624,4,2,197,COMPLETE
492,0.745336358933538,2024-06-07 17:35:19.493758,2024-06-07 17:35:21.180312,0 days 00:00:01.686554,0.20441428749989193,0.044531168335325846,8,2,198,COMPLETE
493,0.8927237780257132,2024-06-07 17:35:19.527667,2024-06-07 17:35:21.601067,0 days 00:00:02.073400,0.010257411765167684,0.06535085043132824,8,2,199,COMPLETE
494,0.8936673780881108,2024-06-07 17:35:19.536642,2024-06-07 17:35:21.542221,0 days 00:00:02.005579,0.009925428906821585,0.06444097394950002,8,2,181,COMPLETE
495,0.8933012308870729,2024-06-07 17:35:20.414013,2024-06-07 17:35:21.787171,0 days 00:00:01.373158,0.010173820055768416,0.04610691663937917,8,2,188,COMPLETE
496,0.8923012411873184,2024-06-07 17:35:20.736877,2024-06-07 17:35:21.985640,0 days 00:00:01.248763,0.010443545454336102,0.04419507551640943,8,2,197,COMPLETE
497,0.8881350790582311,2024-06-07 17:35:20.983838,2024-06-07 17:35:22.049469,0 days 00:00:01.065631,0.012032026909565752,0.05836602320690886,8,2,197,COMPLETE
498,0.7545082380352481,2024-06-07 17:35:21.150391,2024-06-07 17:35:22.001597,0 days 00:00:00.851206,0.18625136404892256,0.04518042400890972,8,2,184,COMPLETE
499,0.8888751185579088,2024-06-07 17:35:21.184300,2024-06-07 17:35:22.109309,0 days 00:00:00.925009,0.011571996708217772,0.05726060584317077,8,2,181,COMPLETE
